r1,r2,a11,a12,a21,a22,N1,N2,E1,S1,E2,S2,Rank,CoexistRank,Asy,cor,Rare
17.0,18.0,0.9,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,1.26,2.0,0.0,-0.26,4.49,0.0
18.0,18.0,0.9,0.5,0.7,0.5,0.0,33.99,1.0,1.0,1.0,1.26,2.0,0.0,-0.26,4.51,0.0
19.0,18.0,0.9,0.5,0.7,0.5,4.99,27.0,1.05,1.0,0.94,1.26,2.0,1.0,-0.26,2.93,0.15
15.0,19.0,0.9,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,1.26,2.0,0.0,-0.26,4.71,0.0
16.0,19.0,0.9,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,1.26,2.0,0.0,-0.26,4.73,0.0
17.0,19.0,0.9,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,1.26,2.0,0.0,-0.26,4.76,0.0
18.0,19.0,0.9,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,1.26,2.0,0.0,-0.26,4.78,0.0
19.0,19.0,0.9,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,1.26,2.0,0.0,-0.26,4.8,0.0
20.0,19.0,0.9,0.5,0.7,0.5,4.99,29.0,1.05,1.0,0.95,1.26,2.0,1.0,-0.26,3.21,0.14
15.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,1.26,2.0,0.0,-0.26,4.97,0.0
16.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,1.26,2.0,0.0,-0.26,5.0,0.0
17.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,1.26,2.0,0.0,-0.26,5.02,0.0
18.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,1.26,2.0,0.0,-0.26,5.04,0.0
19.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,1.26,2.0,0.0,-0.26,5.06,0.0
20.0,20.0,0.9,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,1.26,2.0,0.0,-0.26,5.08,0.0
15.0,15.0,1.0,0.5,0.7,0.5,0.0,28.0,1.0,1.0,1.0,1.38,2.0,0.0,-0.38,5.44,0.0
16.0,15.0,1.0,0.5,0.7,0.5,3.33,23.33,1.06,1.0,0.93,1.39,2.0,1.0,-0.39,3.91,0.12
15.0,16.0,1.0,0.5,0.7,0.5,0.0,30.0,0.93,1.0,1.06,1.38,2.0,0.0,-0.38,5.83,0.0
16.0,16.0,1.0,0.5,0.7,0.5,0.0,30.0,1.0,1.0,1.0,1.39,2.0,0.0,-0.39,5.86,0.0
17.0,16.0,1.0,0.5,0.7,0.5,3.33,25.33,1.06,1.0,0.94,1.39,2.0,1.0,-0.39,4.32,0.11
18.0,16.0,1.0,0.5,0.7,0.5,6.66,20.66,1.12,1.0,0.88,1.39,2.0,1.0,-0.39,2.76,0.24
15.0,17.0,1.0,0.5,0.7,0.5,0.0,32.0,0.88,1.0,1.13,1.38,2.0,0.0,-0.38,6.22,0.0
16.0,17.0,1.0,0.5,0.7,0.5,0.0,32.0,0.94,1.0,1.06,1.39,2.0,0.0,-0.39,6.26,0.0
17.0,17.0,1.0,0.5,0.7,0.5,0.0,32.0,1.0,1.0,1.0,1.39,2.0,0.0,-0.39,6.29,0.0
18.0,17.0,1.0,0.5,0.7,0.5,3.33,27.33,1.05,1.0,0.94,1.39,2.0,1.0,-0.39,4.74,0.1
19.0,17.0,1.0,0.5,0.7,0.5,6.66,22.66,1.11,1.0,0.89,1.39,2.0,1.0,-0.39,3.17,0.22
15.0,18.0,1.0,0.5,0.7,0.5,0.0,34.0,0.83,1.0,1.2,1.38,2.0,0.0,-0.38,6.61,0.0
16.0,18.0,1.0,0.5,0.7,0.5,0.0,34.0,0.88,1.0,1.12,1.39,2.0,0.0,-0.39,6.65,0.0
17.0,18.0,1.0,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,1.39,2.0,0.0,-0.39,6.68,0.0
18.0,18.0,1.0,0.5,0.7,0.5,0.0,34.0,1.0,1.0,1.0,1.39,2.0,0.0,-0.39,6.72,0.0
19.0,18.0,1.0,0.5,0.7,0.5,3.33,29.33,1.05,1.0,0.94,1.39,2.0,1.0,-0.39,5.16,0.1
20.0,18.0,1.0,0.5,0.7,0.5,6.66,24.66,1.11,1.0,0.9,1.39,2.0,1.0,-0.39,3.58,0.21
15.0,19.0,1.0,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,1.38,2.0,0.0,-0.38,7.0,0.0
16.0,19.0,1.0,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,1.39,2.0,0.0,-0.39,7.04,0.0
17.0,19.0,1.0,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,1.39,2.0,0.0,-0.39,7.08,0.0
18.0,19.0,1.0,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,1.39,2.0,0.0,-0.39,7.11,0.0
19.0,19.0,1.0,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,1.39,2.0,0.0,-0.39,7.14,0.0
20.0,19.0,1.0,0.5,0.7,0.5,3.33,31.33,1.05,1.0,0.95,1.39,2.0,1.0,-0.39,5.58,0.09
15.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,1.38,2.0,0.0,-0.38,7.38,0.0
16.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,1.39,2.0,0.0,-0.39,7.43,0.0
17.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,1.39,2.0,0.0,-0.39,7.47,0.0
18.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,1.39,2.0,0.0,-0.39,7.51,0.0
19.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,1.39,2.0,0.0,-0.39,7.54,0.0
20.0,20.0,1.0,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,1.39,2.0,0.0,-0.39,7.57,0.0
15.0,15.0,1.5,0.5,0.7,0.5,0.0,28.0,1.0,1.0,1.0,1.99,2.0,0.0,-0.99,13.87,0.0
16.0,15.0,1.5,0.5,0.7,0.5,1.25,26.25,1.06,1.0,0.93,2.0,2.0,1.0,-1.0,12.5,0.04
17.0,15.0,1.5,0.5,0.7,0.5,2.5,24.5,1.13,1.0,0.88,2.0,2.0,1.0,-1.0,11.08,0.09
18.0,15.0,1.5,0.5,0.7,0.5,3.75,22.75,1.2,1.0,0.83,2.01,2.0,1.0,-1.01,9.64,0.14
19.0,15.0,1.5,0.5,0.7,0.5,5.0,21.0,1.26,1.0,0.78,2.02,2.0,1.0,-1.02,8.17,0.19
20.0,15.0,1.5,0.5,0.7,0.5,6.25,19.25,1.33,1.0,0.75,2.02,2.0,1.0,-1.02,6.67,0.24
15.0,16.0,1.5,0.5,0.7,0.5,0.0,30.0,0.93,1.0,1.06,1.99,2.0,0.0,-0.99,14.86,0.0
16.0,16.0,1.5,0.5,0.7,0.5,0.0,29.99,1.0,1.0,1.0,2.0,2.0,0.0,-1.0,15.0,0.0
17.0,16.0,1.5,0.5,0.7,0.5,1.25,28.25,1.06,1.0,0.94,2.0,2.0,1.0,-1.0,13.6,0.04
18.0,16.0,1.5,0.5,0.7,0.5,2.5,26.5,1.12,1.0,0.88,2.01,2.0,1.0,-1.01,12.17,0.08
19.0,16.0,1.5,0.5,0.7,0.5,3.75,24.75,1.18,1.0,0.84,2.02,2.0,1.0,-1.02,10.72,0.13
20.0,16.0,1.5,0.5,0.7,0.5,5.0,23.0,1.25,1.0,0.8,2.02,2.0,1.0,-1.02,9.24,0.17
15.0,17.0,1.5,0.5,0.7,0.5,0.0,32.0,0.88,1.0,1.13,1.99,2.0,0.0,-0.99,15.85,0.0
16.0,17.0,1.5,0.5,0.7,0.5,0.0,32.0,0.94,1.0,1.06,2.0,2.0,0.0,-1.0,16.0,0.0
17.0,17.0,1.5,0.5,0.7,0.5,0.0,32.0,1.0,1.0,1.0,2.0,2.0,0.0,-1.0,16.12,0.0
18.0,17.0,1.5,0.5,0.7,0.5,1.25,30.24,1.05,1.0,0.94,2.01,2.0,1.0,-1.01,14.71,0.03
19.0,17.0,1.5,0.5,0.7,0.5,2.5,28.5,1.11,1.0,0.89,2.02,2.0,1.0,-1.02,13.27,0.08
20.0,17.0,1.5,0.5,0.7,0.5,3.75,26.75,1.17,1.0,0.85,2.02,2.0,1.0,-1.02,11.81,0.12
15.0,18.0,1.5,0.5,0.7,0.5,0.0,34.0,0.83,1.0,1.2,1.99,2.0,0.0,-0.99,16.84,0.0
16.0,18.0,1.5,0.5,0.7,0.5,0.0,34.0,0.88,1.0,1.12,2.0,2.0,0.0,-1.0,17.0,0.0
17.0,18.0,1.5,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,2.0,2.0,0.0,-1.0,17.13,0.0
18.0,18.0,1.5,0.5,0.7,0.5,0.0,33.99,1.0,1.0,1.0,2.01,2.0,0.0,-1.01,17.25,0.0
19.0,18.0,1.5,0.5,0.7,0.5,1.25,32.25,1.05,1.0,0.94,2.02,2.0,1.0,-1.02,15.82,0.03
20.0,18.0,1.5,0.5,0.7,0.5,2.5,30.5,1.11,1.0,0.9,2.02,2.0,1.0,-1.02,14.37,0.07
15.0,19.0,1.5,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,1.99,2.0,0.0,-0.99,17.84,0.0
16.0,19.0,1.5,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,2.0,2.0,0.0,-1.0,18.0,0.0
17.0,19.0,1.5,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,2.0,2.0,0.0,-1.0,18.14,0.0
18.0,19.0,1.5,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,2.01,2.0,0.0,-1.01,18.26,0.0
19.0,19.0,1.5,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,2.02,2.0,0.0,-1.02,18.38,0.0
20.0,19.0,1.5,0.5,0.7,0.5,1.25,34.25,1.05,1.0,0.95,2.02,2.0,1.0,-1.02,16.94,0.03
15.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,1.99,2.0,0.0,-0.99,18.83,0.0
16.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,2.0,2.0,0.0,-1.0,19.0,0.0
17.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,2.0,2.0,0.0,-1.0,19.14,0.0
18.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,2.01,2.0,0.0,-1.01,19.28,0.0
19.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,2.02,2.0,0.0,-1.02,19.4,0.0
20.0,20.0,1.5,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,2.02,2.0,0.0,-1.02,19.51,0.0
15.0,15.0,2.0,0.5,0.7,0.5,0.0,28.0,1.0,1.0,1.0,2.54,2.0,0.0,-1.54,21.59,0.0
16.0,15.0,2.0,0.5,0.7,0.5,0.76,26.92,1.06,1.0,0.93,2.56,2.0,0.0,-1.56,20.39,0.02
17.0,15.0,2.0,0.5,0.7,0.5,1.53,25.84,1.13,1.0,0.88,2.57,2.0,1.0,-1.57,19.15,0.05
18.0,15.0,2.0,0.5,0.7,0.5,2.3,24.76,1.2,1.0,0.83,2.58,2.0,1.0,-1.58,17.85,0.08
19.0,15.0,2.0,0.5,0.7,0.5,3.07,23.69,1.26,1.0,0.78,2.6,2.0,1.0,-1.6,16.52,0.11
20.0,15.0,2.0,0.5,0.7,0.5,3.84,22.61,1.33,1.0,0.75,2.61,2.0,1.0,-1.61,15.15,0.14
15.0,16.0,2.0,0.5,0.7,0.5,0.0,30.0,0.93,1.0,1.06,2.54,2.0,0.0,-1.54,23.13,0.0
16.0,16.0,2.0,0.5,0.7,0.5,0.0,30.0,1.0,1.0,1.0,2.56,2.0,0.0,-1.56,23.4,0.0
17.0,16.0,2.0,0.5,0.7,0.5,0.76,28.92,1.06,1.0,0.94,2.57,2.0,0.0,-1.57,22.18,0.02
18.0,16.0,2.0,0.5,0.7,0.5,1.53,27.84,1.12,1.0,0.88,2.58,2.0,1.0,-1.58,20.91,0.05
19.0,16.0,2.0,0.5,0.7,0.5,2.3,26.76,1.18,1.0,0.84,2.6,2.0,1.0,-1.6,19.6,0.07
20.0,16.0,2.0,0.5,0.7,0.5,3.07,25.69,1.25,1.0,0.8,2.61,2.0,1.0,-1.61,18.25,0.1
15.0,17.0,2.0,0.5,0.7,0.5,0.0,32.0,0.88,1.0,1.13,2.54,2.0,0.0,-1.54,24.67,0.0
16.0,17.0,2.0,0.5,0.7,0.5,0.0,32.0,0.94,1.0,1.06,2.56,2.0,0.0,-1.56,24.96,0.0
17.0,17.0,2.0,0.5,0.7,0.5,0.0,32.0,1.0,1.0,1.0,2.57,2.0,0.0,-1.57,25.21,0.0
18.0,17.0,2.0,0.5,0.7,0.5,0.76,30.92,1.05,1.0,0.94,2.58,2.0,0.0,-1.58,23.97,0.02
19.0,17.0,2.0,0.5,0.7,0.5,1.53,29.84,1.11,1.0,0.89,2.6,2.0,1.0,-1.6,22.68,0.04
20.0,17.0,2.0,0.5,0.7,0.5,2.3,28.76,1.17,1.0,0.85,2.61,2.0,1.0,-1.61,21.35,0.07
15.0,18.0,2.0,0.5,0.7,0.5,0.0,34.0,0.83,1.0,1.2,2.54,2.0,0.0,-1.54,26.22,0.0
16.0,18.0,2.0,0.5,0.7,0.5,0.0,34.0,0.88,1.0,1.12,2.56,2.0,0.0,-1.56,26.52,0.0
17.0,18.0,2.0,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,2.57,2.0,0.0,-1.57,26.78,0.0
18.0,18.0,2.0,0.5,0.7,0.5,0.0,34.0,1.0,1.0,1.0,2.58,2.0,0.0,-1.58,27.02,0.0
19.0,18.0,2.0,0.5,0.7,0.5,0.76,32.92,1.05,1.0,0.94,2.6,2.0,0.0,-1.6,25.76,0.02
20.0,18.0,2.0,0.5,0.7,0.5,1.53,31.84,1.11,1.0,0.9,2.61,2.0,1.0,-1.61,24.46,0.04
15.0,19.0,2.0,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,2.54,2.0,0.0,-1.54,27.76,0.0
16.0,19.0,2.0,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,2.56,2.0,0.0,-1.56,28.08,0.0
17.0,19.0,2.0,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,2.57,2.0,0.0,-1.57,28.36,0.0
18.0,19.0,2.0,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,2.58,2.0,0.0,-1.58,28.61,0.0
19.0,19.0,2.0,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,2.6,2.0,0.0,-1.6,28.84,0.0
20.0,19.0,2.0,0.5,0.7,0.5,0.76,34.92,1.05,1.0,0.95,2.61,2.0,0.0,-1.61,27.56,0.02
15.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,2.54,2.0,0.0,-1.54,29.3,0.0
16.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,2.56,2.0,0.0,-1.56,29.64,0.0
17.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,2.57,2.0,0.0,-1.57,29.93,0.0
18.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,2.58,2.0,0.0,-1.58,30.2,0.0
19.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,2.6,2.0,0.0,-1.6,30.45,0.0
20.0,20.0,2.0,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,2.61,2.0,0.0,-1.61,30.67,0.0
15.0,15.0,2.5,0.5,0.7,0.5,0.0,28.0,1.0,1.0,1.0,3.04,2.0,0.0,-2.04,28.68,0.0
16.0,15.0,2.5,0.5,0.7,0.5,0.55,27.22,1.06,1.0,0.93,3.07,2.0,0.0,-2.07,27.69,0.01
17.0,15.0,2.5,0.5,0.7,0.5,1.11,26.44,1.13,1.0,0.88,3.1,2.0,1.0,-2.1,26.62,0.04
18.0,15.0,2.5,0.5,0.7,0.5,1.66,25.66,1.2,1.0,0.83,3.12,2.0,1.0,-2.12,25.5,0.06
19.0,15.0,2.5,0.5,0.7,0.5,2.22,24.88,1.26,1.0,0.78,3.14,2.0,1.0,-2.14,24.31,0.08
20.0,15.0,2.5,0.5,0.7,0.5,2.77,24.11,1.33,1.0,0.75,3.16,2.0,1.0,-2.16,23.08,0.1
15.0,16.0,2.5,0.5,0.7,0.5,0.0,30.0,0.93,1.0,1.06,3.04,2.0,0.0,-2.04,30.73,0.0
16.0,16.0,2.5,0.5,0.7,0.5,0.0,30.0,1.0,1.0,1.0,3.07,2.0,0.0,-2.07,31.15,0.0
17.0,16.0,2.5,0.5,0.7,0.5,0.55,29.22,1.06,1.0,0.94,3.1,2.0,0.0,-2.1,30.13,0.01
18.0,16.0,2.5,0.5,0.7,0.5,1.11,28.44,1.12,1.0,0.88,3.12,2.0,1.0,-2.12,29.04,0.03
19.0,16.0,2.5,0.5,0.7,0.5,1.66,27.66,1.18,1.0,0.84,3.14,2.0,1.0,-2.14,27.89,0.05
20.0,16.0,2.5,0.5,0.7,0.5,2.22,26.88,1.25,1.0,0.8,3.16,2.0,1.0,-2.16,26.69,0.07
15.0,17.0,2.5,0.5,0.7,0.5,0.0,32.0,0.88,1.0,1.13,3.04,2.0,0.0,-2.04,32.78,0.0
16.0,17.0,2.5,0.5,0.7,0.5,0.0,32.0,0.94,1.0,1.06,3.07,2.0,0.0,-2.07,33.23,0.0
17.0,17.0,2.5,0.5,0.7,0.5,0.0,32.0,1.0,1.0,1.0,3.1,2.0,0.0,-2.1,33.63,0.0
18.0,17.0,2.5,0.5,0.7,0.5,0.55,31.22,1.05,1.0,0.94,3.12,2.0,0.0,-2.12,32.58,0.01
19.0,17.0,2.5,0.5,0.7,0.5,1.11,30.44,1.11,1.0,0.89,3.14,2.0,1.0,-2.14,31.47,0.03
20.0,17.0,2.5,0.5,0.7,0.5,1.66,29.66,1.17,1.0,0.85,3.16,2.0,1.0,-2.16,30.3,0.05
15.0,18.0,2.5,0.5,0.7,0.5,0.0,34.0,0.83,1.0,1.2,3.04,2.0,0.0,-2.04,34.82,0.0
16.0,18.0,2.5,0.5,0.7,0.5,0.0,34.0,0.88,1.0,1.12,3.07,2.0,0.0,-2.07,35.3,0.0
17.0,18.0,2.5,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,3.1,2.0,0.0,-2.1,35.73,0.0
18.0,18.0,2.5,0.5,0.7,0.5,0.0,34.0,1.0,1.0,1.0,3.12,2.0,0.0,-2.12,36.12,0.0
19.0,18.0,2.5,0.5,0.7,0.5,0.55,33.22,1.05,1.0,0.94,3.14,2.0,0.0,-2.14,35.04,0.01
20.0,18.0,2.5,0.5,0.7,0.5,1.11,32.44,1.11,1.0,0.9,3.16,2.0,1.0,-2.16,33.91,0.03
15.0,19.0,2.5,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,3.04,2.0,0.0,-2.04,36.87,0.0
16.0,19.0,2.5,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,3.07,2.0,0.0,-2.07,37.38,0.0
17.0,19.0,2.5,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,3.1,2.0,0.0,-2.1,37.83,0.0
18.0,19.0,2.5,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,3.12,2.0,0.0,-2.12,38.25,0.0
19.0,19.0,2.5,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,3.14,2.0,0.0,-2.14,38.62,0.0
20.0,19.0,2.5,0.5,0.7,0.5,0.55,35.22,1.05,1.0,0.95,3.16,2.0,0.0,-2.16,37.51,0.01
15.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,3.04,2.0,0.0,-2.04,38.92,0.0
16.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,3.07,2.0,0.0,-2.07,39.46,0.0
17.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,3.1,2.0,0.0,-2.1,39.94,0.0
18.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,3.12,2.0,0.0,-2.12,40.37,0.0
19.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,3.14,2.0,0.0,-2.14,40.76,0.0
20.0,20.0,2.5,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,3.16,2.0,0.0,-2.16,41.12,0.0
15.0,15.0,3.0,0.5,0.7,0.5,0.0,28.0,1.0,1.0,1.0,3.51,2.0,0.0,-2.51,35.21,0.0
16.0,15.0,3.0,0.5,0.7,0.5,0.43,27.39,1.06,1.0,0.93,3.55,2.0,0.0,-2.55,34.44,0.01
17.0,15.0,3.0,0.5,0.7,0.5,0.86,26.78,1.13,1.0,0.88,3.59,2.0,0.0,-2.59,33.57,0.03
18.0,15.0,3.0,0.5,0.7,0.5,1.3,26.17,1.2,1.0,0.83,3.62,2.0,1.0,-2.62,32.63,0.04
19.0,15.0,3.0,0.5,0.7,0.5,1.73,25.56,1.26,1.0,0.78,3.65,2.0,1.0,-2.65,31.61,0.06
20.0,15.0,3.0,0.5,0.7,0.5,2.17,24.95,1.33,1.0,0.75,3.68,2.0,1.0,-2.68,30.53,0.08
15.0,16.0,3.0,0.5,0.7,0.5,0.0,30.0,0.93,1.0,1.06,3.51,2.0,0.0,-2.51,37.73,0.0
16.0,16.0,3.0,0.5,0.7,0.5,0.0,30.0,1.0,1.0,1.0,3.55,2.0,0.0,-2.55,38.33,0.0
17.0,16.0,3.0,0.5,0.7,0.5,0.43,29.39,1.06,1.0,0.94,3.59,2.0,0.0,-2.59,37.52,0.01
18.0,16.0,3.0,0.5,0.7,0.5,0.86,28.78,1.12,1.0,0.88,3.62,2.0,0.0,-2.62,36.62,0.02
19.0,16.0,3.0,0.5,0.7,0.5,1.3,28.17,1.18,1.0,0.84,3.65,2.0,1.0,-2.65,35.65,0.04
20.0,16.0,3.0,0.5,0.7,0.5,1.73,27.56,1.25,1.0,0.8,3.68,2.0,1.0,-2.68,34.61,0.05
15.0,17.0,3.0,0.5,0.7,0.5,0.0,32.0,0.88,1.0,1.13,3.51,2.0,0.0,-2.51,40.25,0.0
16.0,17.0,3.0,0.5,0.7,0.5,0.0,32.0,0.94,1.0,1.06,3.55,2.0,0.0,-2.55,40.88,0.0
17.0,17.0,3.0,0.5,0.7,0.5,0.0,32.0,1.0,1.0,1.0,3.59,2.0,0.0,-2.59,41.46,0.0
18.0,17.0,3.0,0.5,0.7,0.5,0.43,31.39,1.05,1.0,0.94,3.62,2.0,0.0,-2.62,40.61,0.01
19.0,17.0,3.0,0.5,0.7,0.5,0.86,30.78,1.11,1.0,0.89,3.65,2.0,0.0,-2.65,39.69,0.02
20.0,17.0,3.0,0.5,0.7,0.5,1.3,30.17,1.17,1.0,0.85,3.68,2.0,1.0,-2.68,38.69,0.04
15.0,18.0,3.0,0.5,0.7,0.5,0.0,34.0,0.83,1.0,1.2,3.51,2.0,0.0,-2.51,42.76,0.0
16.0,18.0,3.0,0.5,0.7,0.5,0.0,34.0,0.88,1.0,1.12,3.55,2.0,0.0,-2.55,43.44,0.0
17.0,18.0,3.0,0.5,0.7,0.5,0.0,34.0,0.94,1.0,1.05,3.59,2.0,0.0,-2.59,44.05,0.0
18.0,18.0,3.0,0.5,0.7,0.5,0.0,34.0,1.0,1.0,1.0,3.62,2.0,0.0,-2.62,44.61,0.0
19.0,18.0,3.0,0.5,0.7,0.5,0.43,33.39,1.05,1.0,0.94,3.65,2.0,0.0,-2.65,43.73,0.01
20.0,18.0,3.0,0.5,0.7,0.5,0.86,32.78,1.11,1.0,0.9,3.68,2.0,0.0,-2.68,42.77,0.02
15.0,19.0,3.0,0.5,0.7,0.5,0.0,36.0,0.78,1.0,1.26,3.51,2.0,0.0,-2.51,45.28,0.0
16.0,19.0,3.0,0.5,0.7,0.5,0.0,36.0,0.84,1.0,1.18,3.55,2.0,0.0,-2.55,46.0,0.0
17.0,19.0,3.0,0.5,0.7,0.5,0.0,36.0,0.89,1.0,1.11,3.59,2.0,0.0,-2.59,46.64,0.0
18.0,19.0,3.0,0.5,0.7,0.5,0.0,36.0,0.94,1.0,1.05,3.62,2.0,0.0,-2.62,47.23,0.0
19.0,19.0,3.0,0.5,0.7,0.5,0.0,36.0,1.0,1.0,1.0,3.65,2.0,0.0,-2.65,47.76,0.0
20.0,19.0,3.0,0.5,0.7,0.5,0.43,35.39,1.05,1.0,0.95,3.68,2.0,0.0,-2.68,46.85,0.01
15.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,0.75,1.0,1.33,3.51,2.0,0.0,-2.51,47.79,0.0
16.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,0.8,1.0,1.25,3.55,2.0,0.0,-2.55,48.55,0.0
17.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,0.85,1.0,1.17,3.59,2.0,0.0,-2.59,49.23,0.0
18.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,0.9,1.0,1.11,3.62,2.0,0.0,-2.62,49.85,0.0
19.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,0.95,1.0,1.05,3.65,2.0,0.0,-2.65,50.42,0.0
20.0,20.0,3.0,0.5,0.7,0.5,0.0,38.0,1.0,1.0,1.0,3.68,2.0,0.0,-2.68,50.93,0.0
15.0,20.0,1.5,0.1,0.9,0.5,7.72,24.09,0.75,4.16,1.33,1.59,2.0,1.0,2.57,-21.03,0.24
15.0,16.0,2.0,0.1,0.9,0.5,6.04,19.12,0.93,4.0,1.06,2.05,2.0,1.0,1.94,-12.71,0.24
15.0,17.0,2.0,0.1,0.9,0.5,5.93,21.31,0.88,4.04,1.13,2.05,2.0,1.0,1.99,-15.32,0.21
16.0,17.0,2.0,0.1,0.9,0.5,6.48,20.32,0.94,4.04,1.06,2.06,2.0,1.0,1.98,-13.72,0.24
15.0,18.0,2.0,0.1,0.9,0.5,5.82,23.51,0.83,4.09,1.2,2.05,2.0,1.0,2.03,-18.01,0.19
16.0,18.0,2.0,0.1,0.9,0.5,6.37,22.52,0.88,4.09,1.12,2.06,2.0,1.0,2.02,-16.36,0.22
17.0,18.0,2.0,0.1,0.9,0.5,6.92,21.53,0.94,4.09,1.05,2.07,2.0,1.0,2.01,-14.74,0.24
15.0,19.0,2.0,0.1,0.9,0.5,5.71,25.71,0.78,4.13,1.26,2.05,2.0,1.0,2.07,-20.75,0.18
16.0,19.0,2.0,0.1,0.9,0.5,6.26,24.72,0.84,4.13,1.18,2.06,2.0,1.0,2.06,-19.07,0.2
17.0,19.0,2.0,0.1,0.9,0.5,6.81,23.73,0.89,4.13,1.11,2.07,2.0,1.0,2.05,-17.4,0.22
18.0,19.0,2.0,0.1,0.9,0.5,7.36,22.74,0.94,4.13,1.05,2.08,2.0,1.0,2.04,-15.76,0.24
15.0,20.0,2.0,0.1,0.9,0.5,5.6,27.91,0.75,4.16,1.33,2.05,2.0,1.0,2.11,-23.55,0.16
16.0,20.0,2.0,0.1,0.9,0.5,6.15,26.92,0.8,4.16,1.25,2.06,2.0,1.0,2.1,-21.83,0.18
17.0,20.0,2.0,0.1,0.9,0.5,6.7,25.93,0.85,4.16,1.17,2.07,2.0,1.0,2.09,-20.12,0.2
