k,r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_N1_win,right_N1_win,curve_cross
0.25,20.0,20.0,2.5,0.1,0.1,0.1,984.5454545454544,positive,0,0,0,0
0.25,15.0,15.0,3.0,0.1,0.1,0.1,645.9090909090908,positive,0,0,0,0
0.25,16.0,15.0,3.0,0.1,0.1,0.1,673.3333333333333,positive,1,1,0,1
0.25,17.0,15.0,3.0,0.1,0.1,0.1,699.1304347826086,positive,1,1,0,1
0.25,18.0,15.0,3.0,0.1,0.1,0.1,723.4042553191489,positive,1,1,0,1
0.25,19.0,15.0,3.0,0.1,0.1,0.1,746.25,positive,1,1,0,1
0.25,20.0,15.0,3.0,0.1,0.1,0.1,767.7551020408162,positive,1,1,0,1
0.25,15.0,16.0,3.0,0.1,0.1,0.1,692.0454545454545,positive,0,0,0,0
0.25,16.0,16.0,3.0,0.1,0.1,0.1,724.9999999999998,positive,0,0,0,0
0.25,17.0,16.0,3.0,0.1,0.1,0.1,753.0434782608695,positive,1,1,0,1
0.25,18.0,16.0,3.0,0.1,0.1,0.1,779.4680851063829,positive,1,1,0,1
0.25,19.0,16.0,3.0,0.1,0.1,0.1,804.375,positive,1,1,0,1
0.25,20.0,16.0,3.0,0.1,0.1,0.1,827.8571428571428,positive,1,1,0,1
0.25,15.0,17.0,3.0,0.1,0.1,0.1,738.1818181818181,positive,0,0,0,0
0.25,16.0,17.0,3.0,0.1,0.1,0.1,773.3333333333333,positive,0,0,0,0
0.25,17.0,17.0,3.0,0.1,0.1,0.1,806.9565217391303,positive,0,0,0,0
0.25,18.0,17.0,3.0,0.1,0.1,0.1,835.531914893617,positive,1,1,0,1
0.25,19.0,17.0,3.0,0.1,0.1,0.1,862.4999999999999,positive,1,1,0,1
0.25,20.0,17.0,3.0,0.1,0.1,0.1,887.9591836734693,positive,1,1,0,1
0.25,15.0,18.0,3.0,0.1,0.1,0.1,784.3181818181818,positive,0,0,0,0
0.25,16.0,18.0,3.0,0.1,0.1,0.1,821.6666666666666,positive,0,0,0,0
0.25,17.0,18.0,3.0,0.1,0.1,0.1,857.3913043478261,positive,0,0,0,0
0.25,18.0,18.0,3.0,0.1,0.1,0.1,891.5957446808509,positive,0,0,0,0
0.25,19.0,18.0,3.0,0.1,0.1,0.1,920.625,positive,1,1,0,1
0.25,20.0,18.0,3.0,0.1,0.1,0.1,948.0612244897958,positive,1,1,0,1
0.25,15.0,19.0,3.0,0.1,0.1,0.1,830.4545454545454,positive,0,0,0,0
0.25,16.0,19.0,3.0,0.1,0.1,0.1,870.0,positive,0,0,0,0
0.25,17.0,19.0,3.0,0.1,0.1,0.1,907.8260869565216,positive,0,0,0,0
0.25,18.0,19.0,3.0,0.1,0.1,0.1,944.0425531914892,positive,0,0,0,0
0.25,19.0,19.0,3.0,0.1,0.1,0.1,978.75,positive,0,0,0,0
0.25,20.0,19.0,3.0,0.1,0.1,0.1,1008.1632653061224,positive,1,1,0,1
0.25,15.0,20.0,3.0,0.1,0.1,0.1,876.590909090909,positive,0,0,0,0
0.25,16.0,20.0,3.0,0.1,0.1,0.1,918.3333333333331,positive,0,0,0,0
0.25,17.0,20.0,3.0,0.1,0.1,0.1,958.2608695652174,positive,0,0,0,0
0.25,18.0,20.0,3.0,0.1,0.1,0.1,996.4893617021276,positive,0,0,0,0
0.25,19.0,20.0,3.0,0.1,0.1,0.1,1033.125,positive,0,0,0,0
0.25,20.0,20.0,3.0,0.1,0.1,0.1,1068.2653061224487,positive,0,0,0,0
0.25,15.0,15.0,0.3,0.3,0.1,0.1,158.1942544459644,positive,1,0,0,0
0.25,16.0,15.0,0.3,0.3,0.1,0.1,159.4666666666666,positive,1,0,0,0
0.25,17.0,15.0,0.3,0.3,0.1,0.1,160.59583843329253,positive,1,0,0,0
0.25,18.0,15.0,0.3,0.3,0.1,0.1,161.60325581395347,positive,1,1,1,0
0.25,19.0,15.0,0.3,0.3,0.1,0.1,162.5063122923588,positive,1,1,1,0
0.25,20.0,15.0,0.3,0.3,0.1,0.1,163.31923890063422,positive,1,1,1,0
0.25,15.0,16.0,0.3,0.3,0.1,0.1,169.64505541346972,positive,1,0,0,0
0.25,16.0,16.0,0.3,0.3,0.1,0.1,171.01449275362313,positive,1,0,0,0
0.25,17.0,16.0,0.3,0.3,0.1,0.1,172.23047292143403,positive,1,0,0,0
0.25,18.0,16.0,0.3,0.3,0.1,0.1,173.31601449275357,positive,1,0,0,0
0.25,19.0,16.0,0.3,0.3,0.1,0.1,174.28975155279502,positive,1,1,1,0
0.25,20.0,16.0,0.3,0.3,0.1,0.1,175.16693017127798,positive,1,1,1,0
0.25,15.0,17.0,0.3,0.3,0.1,0.1,181.09611844737893,positive,1,0,0,0
0.25,16.0,17.0,0.3,0.3,0.1,0.1,182.56258503401355,positive,1,0,0,0
0.25,17.0,17.0,0.3,0.3,0.1,0.1,183.86537773003937,positive,1,0,0,0
0.25,18.0,17.0,0.3,0.3,0.1,0.1,185.0290476190476,positive,1,0,0,0
0.25,19.0,17.0,0.3,0.3,0.1,0.1,186.0734693877551,positive,1,0,0,0
0.25,20.0,17.0,0.3,0.3,0.1,0.1,187.01490414347555,positive,1,0,0,0
0.25,15.0,18.0,0.3,0.3,0.1,0.1,192.5473981900452,positive,1,0,0,0
0.25,16.0,18.0,0.3,0.3,0.1,0.1,194.11089743589736,positive,1,0,0,0
0.25,17.0,18.0,0.3,0.3,0.1,0.1,195.5005060728745,positive,1,0,0,0
0.25,18.0,18.0,0.3,0.3,0.1,0.1,196.7423076923077,positive,1,0,0,0
0.25,19.0,18.0,0.3,0.3,0.1,0.1,197.85741758241755,positive,1,0,0,0
0.25,20.0,18.0,0.3,0.3,0.1,0.1,198.8631118881118,positive,1,0,0,0
0.25,15.0,19.0,0.3,0.3,0.1,0.1,203.9988591800356,positive,1,0,0,0
0.25,16.0,19.0,0.3,0.3,0.1,0.1,205.65939393939388,positive,1,0,0,0
0.25,17.0,19.0,0.3,0.3,0.1,0.1,207.1358213716108,positive,1,0,0,0
0.25,18.0,19.0,0.3,0.3,0.1,0.1,208.4557575757576,positive,1,0,0,0
0.25,19.0,19.0,0.3,0.3,0.1,0.1,209.6415584415584,positive,1,0,0,0
0.25,20.0,19.0,0.3,0.3,0.1,0.1,210.7115151515151,positive,1,0,0,0
0.25,15.0,20.0,0.3,0.3,0.1,0.1,215.45047329276537,positive,1,0,0,0
0.25,16.0,20.0,0.3,0.3,0.1,0.1,217.20804597701144,positive,1,0,0,0
0.25,17.0,20.0,0.3,0.3,0.1,0.1,218.7712946158499,positive,1,0,0,0
0.25,18.0,20.0,0.3,0.3,0.1,0.1,220.16936781609195,positive,1,0,0,0
0.25,19.0,20.0,0.3,0.3,0.1,0.1,221.4258620689655,positive,1,0,0,0
0.25,20.0,20.0,0.3,0.3,0.1,0.1,222.5600835945663,positive,1,0,0,0
0.25,15.0,15.0,0.5,0.3,0.1,0.1,251.8971848225214,positive,0,0,0,0
0.25,16.0,15.0,0.5,0.3,0.1,0.1,255.5813953488372,positive,0,0,0,0
0.25,17.0,15.0,0.5,0.3,0.1,0.1,258.9147286821705,positive,0,0,0,0
0.25,18.0,15.0,0.5,0.3,0.1,0.1,261.9450317124736,positive,0,1,0,1
0.25,19.0,15.0,0.5,0.3,0.1,0.1,264.71183013144594,positive,0,1,0,1
0.25,20.0,15.0,0.5,0.3,0.1,0.1,267.2480620155038,positive,0,1,0,1
0.25,15.0,16.0,0.5,0.3,0.1,0.1,269.9656750572082,positive,0,0,0,0
0.25,16.0,16.0,0.5,0.3,0.1,0.1,273.9130434782609,positive,0,0,0,0
0.25,17.0,16.0,0.5,0.3,0.1,0.1,277.48447204968943,positive,0,0,0,0
0.25,18.0,16.0,0.5,0.3,0.1,0.1,280.7312252964427,positive,0,0,0,0
0.25,19.0,16.0,0.5,0.3,0.1,0.1,283.69565217391306,positive,0,1,0,1
0.25,20.0,16.0,0.5,0.3,0.1,0.1,286.4130434782608,positive,0,1,0,1
0.25,15.0,17.0,0.5,0.3,0.1,0.1,288.0343716433942,positive,0,0,0,0
0.25,16.0,17.0,0.5,0.3,0.1,0.1,292.2448979591837,positive,0,0,0,0
0.25,17.0,17.0,0.5,0.3,0.1,0.1,296.05442176870747,positive,0,0,0,0
0.25,18.0,17.0,0.5,0.3,0.1,0.1,299.5176252319109,positive,0,0,0,0
0.25,19.0,17.0,0.5,0.3,0.1,0.1,302.67968056787936,positive,0,0,0,0
0.25,20.0,17.0,0.5,0.3,0.1,0.1,305.57823129251693,positive,0,0,0,0
0.25,15.0,18.0,0.5,0.3,0.1,0.1,306.10323886639674,positive,0,0,0,0
0.25,16.0,18.0,0.5,0.3,0.1,0.1,310.5769230769231,positive,0,0,0,0
0.25,17.0,18.0,0.5,0.3,0.1,0.1,314.62454212454213,positive,0,0,0,0
0.25,18.0,18.0,0.5,0.3,0.1,0.1,318.3041958041958,positive,0,0,0,0
0.25,19.0,18.0,0.5,0.3,0.1,0.1,321.6638795986623,positive,0,0,0,0
0.25,20.0,18.0,0.5,0.3,0.1,0.1,324.74358974358967,positive,0,0,0,0
0.25,15.0,19.0,0.5,0.3,0.1,0.1,324.17224880382776,positive,0,0,0,0
0.25,16.0,19.0,0.5,0.3,0.1,0.1,328.90909090909093,positive,0,0,0,0
0.25,17.0,19.0,0.5,0.3,0.1,0.1,333.1948051948052,positive,0,0,0,0
0.25,18.0,19.0,0.5,0.3,0.1,0.1,337.09090909090907,positive,0,0,0,0
0.25,19.0,19.0,0.5,0.3,0.1,0.1,340.6482213438736,positive,0,0,0,0
0.25,20.0,19.0,0.5,0.3,0.1,0.1,343.9090909090909,positive,0,0,0,0
0.25,15.0,20.0,0.5,0.3,0.1,0.1,342.2413793103448,positive,0,0,0,0
0.25,16.0,20.0,0.5,0.3,0.1,0.1,347.2413793103448,positive,0,0,0,0
0.25,17.0,20.0,0.5,0.3,0.1,0.1,351.76518883415434,positive,0,0,0,0
0.25,18.0,20.0,0.5,0.3,0.1,0.1,355.87774294670845,positive,0,0,0,0
0.25,19.0,20.0,0.5,0.3,0.1,0.1,359.63268365817095,positive,0,0,0,0
0.25,20.0,20.0,0.5,0.3,0.1,0.1,363.0747126436781,positive,0,0,0,0
0.25,15.0,15.0,0.7,0.3,0.1,0.1,325.58139534883713,positive,0,0,0,0
0.25,16.0,15.0,0.7,0.3,0.1,0.1,331.9450317124735,positive,0,0,0,0
0.25,17.0,15.0,0.7,0.3,0.1,0.1,337.75530839231544,positive,0,0,0,0
0.25,18.0,15.0,0.7,0.3,0.1,0.1,343.0813953488372,positive,0,1,0,1
0.25,19.0,15.0,0.7,0.3,0.1,0.1,347.9813953488372,positive,0,1,0,1
0.25,20.0,15.0,0.7,0.3,0.1,0.1,352.5044722719141,positive,0,1,0,1
0.25,15.0,16.0,0.7,0.3,0.1,0.1,348.9130434782608,positive,0,0,0,0
0.25,16.0,16.0,0.7,0.3,0.1,0.1,355.73122529644263,positive,0,0,0,0
0.25,17.0,16.0,0.7,0.3,0.1,0.1,361.9565217391304,positive,0,0,0,0
0.25,18.0,16.0,0.7,0.3,0.1,0.1,367.6630434782609,positive,0,0,0,0
0.25,19.0,16.0,0.7,0.3,0.1,0.1,372.9130434782608,positive,0,1,0,1
0.25,20.0,16.0,0.7,0.3,0.1,0.1,377.7591973244147,positive,0,1,0,1
0.25,15.0,17.0,0.7,0.3,0.1,0.1,372.2448979591836,positive,0,0,0,0
0.25,16.0,17.0,0.7,0.3,0.1,0.1,379.51762523191087,positive,0,0,0,0
0.25,17.0,17.0,0.7,0.3,0.1,0.1,386.1579414374445,positive,0,0,0,0
0.25,18.0,17.0,0.7,0.3,0.1,0.1,392.2448979591837,positive,0,0,0,0
0.25,19.0,17.0,0.7,0.3,0.1,0.1,397.8448979591837,positive,0,0,0,0
0.25,20.0,17.0,0.7,0.3,0.1,0.1,403.0141287284144,positive,0,0,0,0
0.25,15.0,18.0,0.7,0.3,0.1,0.1,395.576923076923,positive,0,0,0,0
0.25,16.0,18.0,0.7,0.3,0.1,0.1,403.3041958041957,positive,0,0,0,0
0.25,17.0,18.0,0.7,0.3,0.1,0.1,410.3595317725752,positive,0,0,0,0
0.25,18.0,18.0,0.7,0.3,0.1,0.1,416.8269230769231,positive,0,0,0,0
0.25,19.0,18.0,0.7,0.3,0.1,0.1,422.776923076923,positive,0,0,0,0
0.25,20.0,18.0,0.7,0.3,0.1,0.1,428.2692307692307,positive,0,0,0,0
0.25,15.0,19.0,0.7,0.3,0.1,0.1,418.9090909090908,positive,0,0,0,0
0.25,16.0,19.0,0.7,0.3,0.1,0.1,427.090909090909,positive,0,0,0,0
0.25,17.0,19.0,0.7,0.3,0.1,0.1,434.5612648221344,positive,0,0,0,0
0.25,18.0,19.0,0.7,0.3,0.1,0.1,441.4090909090909,positive,0,0,0,0
0.25,19.0,19.0,0.7,0.3,0.1,0.1,447.7090909090908,positive,0,0,0,0
0.25,20.0,19.0,0.7,0.3,0.1,0.1,453.52447552447546,positive,0,0,0,0
0.25,15.0,20.0,0.7,0.3,0.1,0.1,442.2413793103448,positive,0,0,0,0
0.25,16.0,20.0,0.7,0.3,0.1,0.1,450.87774294670834,positive,0,0,0,0
0.25,17.0,20.0,0.7,0.3,0.1,0.1,458.7631184407796,positive,0,0,0,0
0.25,18.0,20.0,0.7,0.3,0.1,0.1,465.9913793103448,positive,0,0,0,0
0.25,19.0,20.0,0.7,0.3,0.1,0.1,472.6413793103448,positive,0,0,0,0
0.25,20.0,20.0,0.7,0.3,0.1,0.1,478.7798408488063,positive,0,0,0,0
0.25,15.0,15.0,0.9,0.3,0.1,0.1,386.4509605662285,positive,0,0,0,0
0.25,16.0,15.0,0.9,0.3,0.1,0.1,395.58139534883713,positive,0,0,0,0
0.25,17.0,15.0,0.9,0.3,0.1,0.1,403.9813953488372,positive,0,0,0,0
0.25,18.0,15.0,0.9,0.3,0.1,0.1,411.7352415026833,positive,0,1,0,1
0.25,19.0,15.0,0.9,0.3,0.1,0.1,418.9147286821705,positive,0,1,0,1
0.25,20.0,15.0,0.9,0.3,0.1,0.1,425.5813953488372,positive,0,1,0,1
0.25,15.0,16.0,0.9,0.3,0.1,0.1,414.1304347826087,positive,0,0,0,0
0.25,16.0,16.0,0.9,0.3,0.1,0.1,423.9130434782608,positive,0,0,0,0
0.25,17.0,16.0,0.9,0.3,0.1,0.1,432.9130434782609,positive,0,0,0,0
0.25,18.0,16.0,0.9,0.3,0.1,0.1,441.2207357859531,positive,0,0,0,0
0.25,19.0,16.0,0.9,0.3,0.1,0.1,448.9130434782608,positive,0,1,0,1
0.25,20.0,16.0,0.9,0.3,0.1,0.1,456.0559006211181,positive,0,1,0,1
0.25,15.0,17.0,0.9,0.3,0.1,0.1,441.8101153504881,positive,0,0,0,0
0.25,16.0,17.0,0.9,0.3,0.1,0.1,452.2448979591836,positive,0,0,0,0
0.25,17.0,17.0,0.9,0.3,0.1,0.1,461.8448979591837,positive,0,0,0,0
0.25,18.0,17.0,0.9,0.3,0.1,0.1,470.70643642072207,positive,0,0,0,0
0.25,19.0,17.0,0.9,0.3,0.1,0.1,478.9115646258503,positive,0,0,0,0
0.25,20.0,17.0,0.9,0.3,0.1,0.1,486.530612244898,positive,0,0,0,0
0.25,15.0,18.0,0.9,0.3,0.1,0.1,469.489966555184,positive,0,0,0,0
0.25,16.0,18.0,0.9,0.3,0.1,0.1,480.576923076923,positive,0,0,0,0
0.25,17.0,18.0,0.9,0.3,0.1,0.1,490.7769230769231,positive,0,0,0,0
0.25,18.0,18.0,0.9,0.3,0.1,0.1,500.1923076923076,positive,0,0,0,0
0.25,19.0,18.0,0.9,0.3,0.1,0.1,508.9102564102564,positive,0,0,0,0
0.25,20.0,18.0,0.9,0.3,0.1,0.1,517.0054945054945,positive,0,0,0,0
0.25,15.0,19.0,0.9,0.3,0.1,0.1,497.1699604743083,positive,0,0,0,0
0.25,16.0,19.0,0.9,0.3,0.1,0.1,508.9090909090908,positive,0,0,0,0
0.25,17.0,19.0,0.9,0.3,0.1,0.1,519.709090909091,positive,0,0,0,0
0.25,18.0,19.0,0.9,0.3,0.1,0.1,529.6783216783216,positive,0,0,0,0
0.25,19.0,19.0,0.9,0.3,0.1,0.1,538.9090909090909,positive,0,0,0,0
0.25,20.0,19.0,0.9,0.3,0.1,0.1,547.4805194805194,positive,0,0,0,0
0.25,15.0,20.0,0.9,0.3,0.1,0.1,524.8500749625188,positive,0,0,0,0
0.25,16.0,20.0,0.9,0.3,0.1,0.1,537.2413793103448,positive,0,0,0,0
0.25,17.0,20.0,0.9,0.3,0.1,0.1,548.6413793103449,positive,0,0,0,0
0.25,18.0,20.0,0.9,0.3,0.1,0.1,559.1644562334217,positive,0,0,0,0
0.25,19.0,20.0,0.9,0.3,0.1,0.1,568.9080459770115,positive,0,0,0,0
0.25,20.0,20.0,0.9,0.3,0.1,0.1,577.9556650246305,positive,0,0,0,0
0.25,15.0,15.0,1.0,0.3,0.1,0.1,413.08139534883713,positive,0,0,0,0
0.25,16.0,15.0,1.0,0.3,0.1,0.1,423.5813953488373,positive,0,0,0,0
0.25,17.0,15.0,1.0,0.3,0.1,0.1,433.27370304114487,positive,0,0,0,0
0.25,18.0,15.0,1.0,0.3,0.1,0.1,442.2480620155038,positive,0,1,0,1
0.25,19.0,15.0,1.0,0.3,0.1,0.1,450.5813953488373,positive,0,1,0,1
0.25,20.0,15.0,1.0,0.3,0.1,0.1,458.3400160384924,positive,0,1,0,1
0.25,15.0,16.0,1.0,0.3,0.1,0.1,442.6630434782608,positive,0,0,0,0
0.25,16.0,16.0,1.0,0.3,0.1,0.1,453.9130434782609,positive,0,0,0,0
0.25,17.0,16.0,1.0,0.3,0.1,0.1,464.2976588628762,positive,0,0,0,0
0.25,18.0,16.0,1.0,0.3,0.1,0.1,473.9130434782608,positive,0,0,0,0
0.25,19.0,16.0,1.0,0.3,0.1,0.1,482.8416149068323,positive,0,1,0,1
0.25,20.0,16.0,1.0,0.3,0.1,0.1,491.1544227886056,positive,0,1,0,1
0.25,15.0,17.0,1.0,0.3,0.1,0.1,472.2448979591836,positive,0,0,0,0
0.25,16.0,17.0,1.0,0.3,0.1,0.1,484.2448979591837,positive,0,0,0,0
0.25,17.0,17.0,1.0,0.3,0.1,0.1,495.3218210361067,positive,0,0,0,0
0.25,18.0,17.0,1.0,0.3,0.1,0.1,505.5782312925169,positive,0,0,0,0
0.25,19.0,17.0,1.0,0.3,0.1,0.1,515.1020408163266,positive,0,0,0,0
0.25,20.0,17.0,1.0,0.3,0.1,0.1,523.9690358902182,positive,0,0,0,0
0.25,15.0,18.0,1.0,0.3,0.1,0.1,501.826923076923,positive,0,0,0,0
0.25,16.0,18.0,1.0,0.3,0.1,0.1,514.5769230769231,positive,0,0,0,0
0.25,17.0,18.0,1.0,0.3,0.1,0.1,526.3461538461538,positive,0,0,0,0
0.25,18.0,18.0,1.0,0.3,0.1,0.1,537.2435897435896,positive,0,0,0,0
0.25,19.0,18.0,1.0,0.3,0.1,0.1,547.3626373626374,positive,0,0,0,0
0.25,20.0,18.0,1.0,0.3,0.1,0.1,556.7838196286472,positive,0,0,0,0
0.25,15.0,19.0,1.0,0.3,0.1,0.1,531.4090909090908,positive,0,0,0,0
0.25,16.0,19.0,1.0,0.3,0.1,0.1,544.9090909090909,positive,0,0,0,0
0.25,17.0,19.0,1.0,0.3,0.1,0.1,557.3706293706293,positive,0,0,0,0
0.25,18.0,19.0,1.0,0.3,0.1,0.1,568.9090909090909,positive,0,0,0,0
0.25,19.0,19.0,1.0,0.3,0.1,0.1,579.6233766233767,positive,0,0,0,0
0.25,20.0,19.0,1.0,0.3,0.1,0.1,589.5987460815046,positive,0,0,0,0
0.25,15.0,20.0,1.0,0.3,0.1,0.1,560.9913793103448,positive,0,0,0,0
0.25,16.0,20.0,1.0,0.3,0.1,0.1,575.2413793103449,positive,0,0,0,0
0.25,17.0,20.0,1.0,0.3,0.1,0.1,588.395225464191,positive,0,0,0,0
0.25,18.0,20.0,1.0,0.3,0.1,0.1,600.574712643678,positive,0,0,0,0
0.25,19.0,20.0,1.0,0.3,0.1,0.1,611.884236453202,positive,0,0,0,0
0.25,20.0,20.0,1.0,0.3,0.1,0.1,622.4137931034483,positive,0,0,0,0
0.25,15.0,15.0,1.5,0.3,0.1,0.1,518.6848436246993,positive,0,0,0,0
0.25,16.0,15.0,1.5,0.3,0.1,0.1,535.5813953488372,positive,0,0,0,0
0.25,17.0,15.0,1.5,0.3,0.1,0.1,551.3878469617405,positive,0,0,0,0
0.25,18.0,15.0,1.5,0.3,0.1,0.1,566.2063953488372,positive,0,1,0,1
0.25,19.0,15.0,1.5,0.3,0.1,0.1,580.1268498942917,positive,0,1,0,1
0.25,20.0,15.0,1.5,0.3,0.1,0.1,593.2284541723667,positive,0,1,0,1
0.25,15.0,16.0,1.5,0.3,0.1,0.1,555.8095952023988,positive,0,0,0,0
0.25,16.0,16.0,1.5,0.3,0.1,0.1,573.9130434782609,positive,0,0,0,0
0.25,17.0,16.0,1.5,0.3,0.1,0.1,590.8485273492287,positive,0,0,0,0
0.25,18.0,16.0,1.5,0.3,0.1,0.1,606.7255434782609,positive,0,0,0,0
0.25,19.0,16.0,1.5,0.3,0.1,0.1,621.6403162055335,positive,0,1,0,1
0.25,20.0,16.0,1.5,0.3,0.1,0.1,635.6777493606139,positive,0,1,0,1
0.25,15.0,17.0,1.5,0.3,0.1,0.1,592.9345531315975,positive,0,0,0,0
0.25,16.0,17.0,1.5,0.3,0.1,0.1,612.2448979591836,positive,0,0,0,0
0.25,17.0,17.0,1.5,0.3,0.1,0.1,630.309414088216,positive,0,0,0,0
0.25,18.0,17.0,1.5,0.3,0.1,0.1,647.2448979591836,positive,0,0,0,0
0.25,19.0,17.0,1.5,0.3,0.1,0.1,663.1539888682745,positive,0,0,0,0
0.25,20.0,17.0,1.5,0.3,0.1,0.1,678.1272509003602,positive,0,0,0,0
0.25,15.0,18.0,1.5,0.3,0.1,0.1,630.0596816976127,positive,0,0,0,0
0.25,16.0,18.0,1.5,0.3,0.1,0.1,650.5769230769231,positive,0,0,0,0
0.25,17.0,18.0,1.5,0.3,0.1,0.1,669.7704714640199,positive,0,0,0,0
0.25,18.0,18.0,1.5,0.3,0.1,0.1,687.7644230769231,positive,0,0,0,0
0.25,19.0,18.0,1.5,0.3,0.1,0.1,704.6678321678321,positive,0,0,0,0
0.25,20.0,18.0,1.5,0.3,0.1,0.1,720.5769230769231,positive,0,0,0,0
0.25,15.0,19.0,1.5,0.3,0.1,0.1,667.1849529780565,positive,0,0,0,0
0.25,16.0,19.0,1.5,0.3,0.1,0.1,688.9090909090909,positive,0,0,0,0
0.25,17.0,19.0,1.5,0.3,0.1,0.1,709.2316715542522,positive,0,0,0,0
0.25,18.0,19.0,1.5,0.3,0.1,0.1,728.2840909090909,positive,0,0,0,0
0.25,19.0,19.0,1.5,0.3,0.1,0.1,746.181818181818,positive,0,0,0,0
0.25,20.0,19.0,1.5,0.3,0.1,0.1,763.0267379679145,positive,0,0,0,0
0.25,15.0,20.0,1.5,0.3,0.1,0.1,704.3103448275862,positive,0,0,0,0
0.25,16.0,20.0,1.5,0.3,0.1,0.1,727.2413793103448,positive,0,0,0,0
0.25,17.0,20.0,1.5,0.3,0.1,0.1,748.6929922135707,positive,0,0,0,0
0.25,18.0,20.0,1.5,0.3,0.1,0.1,768.8038793103448,positive,0,0,0,0
0.25,19.0,20.0,1.5,0.3,0.1,0.1,787.6959247648902,positive,0,0,0,0
0.25,20.0,20.0,1.5,0.3,0.1,0.1,805.476673427992,positive,0,0,0,0
0.25,15.0,15.0,2.0,0.3,0.1,0.1,593.2284541723666,positive,0,0,0,0
0.25,16.0,15.0,2.0,0.3,0.1,0.1,615.5813953488372,positive,0,0,0,0
0.25,17.0,15.0,2.0,0.3,0.1,0.1,636.6925064599484,positive,0,0,0,0
0.25,18.0,15.0,2.0,0.3,0.1,0.1,656.6624764299183,positive,0,1,0,1
0.25,19.0,15.0,2.0,0.3,0.1,0.1,675.5813953488372,positive,0,1,0,1
0.25,20.0,15.0,2.0,0.3,0.1,0.1,693.5301132975551,positive,0,1,0,1
0.25,15.0,16.0,2.0,0.3,0.1,0.1,635.6777493606137,positive,0,0,0,0
0.25,16.0,16.0,2.0,0.3,0.1,0.1,659.6273291925465,positive,0,0,0,0
0.25,17.0,16.0,2.0,0.3,0.1,0.1,682.2463768115942,positive,0,0,0,0
0.25,18.0,16.0,2.0,0.3,0.1,0.1,703.6427732079907,positive,0,0,0,0
0.25,19.0,16.0,2.0,0.3,0.1,0.1,723.9130434782609,positive,0,1,0,1
0.25,20.0,16.0,2.0,0.3,0.1,0.1,743.14381270903,positive,0,1,0,1
0.25,15.0,17.0,2.0,0.3,0.1,0.1,678.1272509003601,positive,0,0,0,0
0.25,16.0,17.0,2.0,0.3,0.1,0.1,703.6734693877551,positive,0,0,0,0
0.25,17.0,17.0,2.0,0.3,0.1,0.1,727.8004535147393,positive,0,0,0,0
0.25,18.0,17.0,2.0,0.3,0.1,0.1,750.6232763375621,positive,0,0,0,0
0.25,19.0,17.0,2.0,0.3,0.1,0.1,772.2448979591836,positive,0,0,0,0
0.25,20.0,17.0,2.0,0.3,0.1,0.1,792.7577184720042,positive,0,0,0,0
0.25,15.0,18.0,2.0,0.3,0.1,0.1,720.576923076923,positive,0,0,0,0
0.25,16.0,18.0,2.0,0.3,0.1,0.1,747.7197802197802,positive,0,0,0,0
0.25,17.0,18.0,2.0,0.3,0.1,0.1,773.3547008547009,positive,0,0,0,0
0.25,18.0,18.0,2.0,0.3,0.1,0.1,797.6039501039501,positive,0,0,0,0
0.25,19.0,18.0,2.0,0.3,0.1,0.1,820.5769230769231,positive,0,0,0,0
0.25,20.0,18.0,2.0,0.3,0.1,0.1,842.3717948717948,positive,0,0,0,0
0.25,15.0,19.0,2.0,0.3,0.1,0.1,763.0267379679143,positive,0,0,0,0
0.25,16.0,19.0,2.0,0.3,0.1,0.1,791.7662337662337,positive,0,0,0,0
0.25,17.0,19.0,2.0,0.3,0.1,0.1,818.9090909090909,positive,0,0,0,0
0.25,18.0,19.0,2.0,0.3,0.1,0.1,844.5847665847666,positive,0,0,0,0
0.25,19.0,19.0,2.0,0.3,0.1,0.1,868.9090909090909,positive,0,0,0,0
0.25,20.0,19.0,2.0,0.3,0.1,0.1,891.9860139860139,positive,0,0,0,0
0.25,15.0,20.0,2.0,0.3,0.1,0.1,805.4766734279917,positive,0,0,0,0
0.25,16.0,20.0,2.0,0.3,0.1,0.1,835.8128078817733,positive,0,0,0,0
0.25,17.0,20.0,2.0,0.3,0.1,0.1,864.463601532567,positive,0,0,0,0
0.25,18.0,20.0,2.0,0.3,0.1,0.1,891.5657036346691,positive,0,0,0,0
0.25,19.0,20.0,2.0,0.3,0.1,0.1,917.2413793103448,positive,0,0,0,0
0.25,20.0,20.0,2.0,0.3,0.1,0.1,941.600353669319,positive,0,0,0,0
0.25,15.0,15.0,2.5,0.3,0.1,0.1,648.6583184257603,positive,0,0,0,0
0.25,16.0,15.0,2.5,0.3,0.1,0.1,675.5813953488372,positive,0,0,0,0
0.25,17.0,15.0,2.5,0.3,0.1,0.1,701.1911514463982,positive,0,0,0,0
0.25,18.0,15.0,2.5,0.3,0.1,0.1,725.5813953488372,positive,0,1,0,1
0.25,19.0,15.0,2.5,0.3,0.1,0.1,748.8372093023256,positive,0,1,0,1
0.25,20.0,15.0,2.5,0.3,0.1,0.1,771.0359408033827,positive,0,1,0,1
0.25,15.0,16.0,2.5,0.3,0.1,0.1,695.0668896321071,positive,0,0,0,0
0.25,16.0,16.0,2.5,0.3,0.1,0.1,723.9130434782609,positive,0,0,0,0
