k,r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_N1_win,right_N1_win,curve_cross
0.25,20.0,18.0,2.5,0.9,0.5,0.5,61.14978902953585,positive,0,0,0,0
0.25,15.0,19.0,2.5,0.9,0.5,0.5,60.81311062086353,positive,0,0,0,0
0.25,16.0,19.0,2.5,0.9,0.5,0.5,61.76047904191616,positive,0,0,0,0
0.25,17.0,19.0,2.5,0.9,0.5,0.5,62.61762189905902,positive,0,0,0,0
0.25,18.0,19.0,2.5,0.9,0.5,0.5,63.3968426782798,positive,0,0,0,0
0.25,19.0,19.0,2.5,0.9,0.5,0.5,64.1083051288727,positive,0,0,0,0
0.25,20.0,19.0,2.5,0.9,0.5,0.5,64.76047904191616,positive,0,0,0,0
0.25,15.0,20.0,2.5,0.9,0.5,0.5,64.20454545454545,positive,0,0,0,0
0.25,16.0,20.0,2.5,0.9,0.5,0.5,65.20454545454545,positive,0,0,0,0
0.25,17.0,20.0,2.5,0.9,0.5,0.5,66.10930735930737,positive,0,0,0,0
0.25,18.0,20.0,2.5,0.9,0.5,0.5,66.93181818181819,positive,0,0,0,0
0.25,19.0,20.0,2.5,0.9,0.5,0.5,67.68280632411069,positive,0,0,0,0
0.25,20.0,20.0,2.5,0.9,0.5,0.5,68.37121212121211,positive,0,0,0,0
0.25,15.0,15.0,3.0,0.9,0.5,0.5,54.98473282442748,positive,0,0,0,0
0.25,16.0,15.0,3.0,0.9,0.5,0.5,55.98473282442748,positive,0,0,0,0
0.25,17.0,15.0,3.0,0.9,0.5,0.5,56.89382373351839,positive,0,0,0,0
0.25,18.0,15.0,3.0,0.9,0.5,0.5,57.72386325921009,positive,0,0,0,0
0.25,19.0,15.0,3.0,0.9,0.5,0.5,58.48473282442748,positive,0,0,0,0
0.25,20.0,15.0,3.0,0.9,0.5,0.5,59.184732824427485,positive,0,1,0,1
0.25,15.0,16.0,3.0,0.9,0.5,0.5,58.92857142857143,positive,0,0,0,0
0.25,16.0,16.0,3.0,0.9,0.5,0.5,60.0,positive,0,0,0,0
0.25,17.0,16.0,3.0,0.9,0.5,0.5,60.974025974025984,positive,0,0,0,0
0.25,18.0,16.0,3.0,0.9,0.5,0.5,61.86335403726709,positive,0,0,0,0
0.25,19.0,16.0,3.0,0.9,0.5,0.5,62.67857142857143,positive,0,0,0,0
0.25,20.0,16.0,3.0,0.9,0.5,0.5,63.428571428571445,positive,0,0,0,0
0.25,15.0,17.0,3.0,0.9,0.5,0.5,62.872483221476514,positive,0,0,0,0
0.25,16.0,17.0,3.0,0.9,0.5,0.5,64.01534036433364,positive,0,0,0,0
0.25,17.0,17.0,3.0,0.9,0.5,0.5,65.05430140329469,positive,0,0,0,0
0.25,18.0,17.0,3.0,0.9,0.5,0.5,66.00291800408522,positive,0,0,0,0
0.25,19.0,17.0,3.0,0.9,0.5,0.5,66.8724832214765,positive,0,0,0,0
0.25,20.0,17.0,3.0,0.9,0.5,0.5,67.67248322147651,positive,0,0,0,0
0.25,15.0,18.0,3.0,0.9,0.5,0.5,66.81645569620254,positive,0,0,0,0
0.25,16.0,18.0,3.0,0.9,0.5,0.5,68.03074141048825,positive,0,0,0,0
0.25,17.0,18.0,3.0,0.9,0.5,0.5,69.13463751438435,positive,0,0,0,0
0.25,18.0,18.0,3.0,0.9,0.5,0.5,70.14254265272427,positive,0,0,0,0
0.25,19.0,18.0,3.0,0.9,0.5,0.5,71.06645569620254,positive,0,0,0,0
0.25,20.0,18.0,3.0,0.9,0.5,0.5,71.91645569620255,positive,0,0,0,0
0.25,15.0,19.0,3.0,0.9,0.5,0.5,70.76047904191617,positive,0,0,0,0
0.25,16.0,19.0,3.0,0.9,0.5,0.5,72.04619332763045,positive,0,0,0,0
0.25,17.0,19.0,3.0,0.9,0.5,0.5,73.21502449646162,positive,0,0,0,0
0.25,18.0,19.0,3.0,0.9,0.5,0.5,74.28221817235095,positive,0,0,0,0
0.25,19.0,19.0,3.0,0.9,0.5,0.5,75.26047904191617,positive,0,0,0,0
0.25,20.0,19.0,3.0,0.9,0.5,0.5,76.16047904191618,positive,0,0,0,0
0.25,15.0,20.0,3.0,0.9,0.5,0.5,74.70454545454545,positive,0,0,0,0
0.25,16.0,20.0,3.0,0.9,0.5,0.5,76.0616883116883,positive,0,0,0,0
0.25,17.0,20.0,3.0,0.9,0.5,0.5,77.29545454545455,positive,0,0,0,0
0.25,18.0,20.0,3.0,0.9,0.5,0.5,78.4219367588933,positive,0,0,0,0
0.25,19.0,20.0,3.0,0.9,0.5,0.5,79.45454545454545,positive,0,0,0,0
0.25,20.0,20.0,3.0,0.9,0.5,0.5,80.40454545454547,positive,0,0,0,0
0.25,15.0,15.0,1.0,1.0,0.5,0.5,18.628448275862063,positive,1,0,0,0
0.25,16.0,15.0,1.0,1.0,0.5,0.5,18.68837728194726,positive,1,0,0,0
0.25,17.0,15.0,1.0,1.0,0.5,0.5,18.736704980842912,positive,1,0,0,0
0.25,18.0,15.0,1.0,1.0,0.5,0.5,18.77526315789473,positive,1,0,0,0
0.25,19.0,15.0,1.0,1.0,0.5,0.5,18.80551724137931,positive,1,0,0,0
0.25,20.0,15.0,1.0,1.0,0.5,0.5,18.81477832512315,positive,1,0,1,1
0.25,15.0,16.0,1.0,1.0,0.5,0.5,19.98899193548387,positive,1,0,0,0
0.25,16.0,16.0,1.0,1.0,0.5,0.5,20.083491461100568,positive,1,0,0,0
0.25,17.0,16.0,1.0,1.0,0.5,0.5,20.138387096774192,positive,1,0,0,0
0.25,18.0,16.0,1.0,1.0,0.5,0.5,20.182818336162985,positive,1,0,0,0
0.25,19.0,16.0,1.0,1.0,0.5,0.5,20.21835483870968,positive,1,0,0,0
0.25,20.0,16.0,1.0,1.0,0.5,0.5,20.24626728110599,positive,1,0,0,0
0.25,15.0,17.0,1.0,1.0,0.5,0.5,21.34962121212121,positive,1,0,0,0
0.25,16.0,17.0,1.0,1.0,0.5,0.5,21.45139037433155,positive,1,0,0,0
0.25,17.0,17.0,1.0,1.0,0.5,0.5,21.54020202020202,positive,1,0,0,0
0.25,18.0,17.0,1.0,1.0,0.5,0.5,21.590510366826155,positive,1,0,0,0
0.25,19.0,17.0,1.0,1.0,0.5,0.5,21.63133333333333,positive,1,0,0,0
0.25,20.0,17.0,1.0,1.0,0.5,0.5,21.66402597402597,positive,1,0,0,0
0.25,15.0,18.0,1.0,1.0,0.5,0.5,22.71032142857143,positive,1,0,0,0
0.25,16.0,18.0,1.0,1.0,0.5,0.5,22.81936134453781,positive,1,0,0,0
0.25,17.0,18.0,1.0,1.0,0.5,0.5,22.91463492063492,positive,1,0,0,0
0.25,18.0,18.0,1.0,1.0,0.5,0.5,22.998315789473683,positive,1,0,0,0
0.25,19.0,18.0,1.0,1.0,0.5,0.5,23.04442857142857,positive,1,0,0,0
0.25,20.0,18.0,1.0,1.0,0.5,0.5,23.08190476190476,positive,1,0,0,0
0.25,15.0,19.0,1.0,1.0,0.5,0.5,24.071081081081083,positive,1,0,0,0
0.25,16.0,19.0,1.0,1.0,0.5,0.5,24.18739268680445,positive,1,0,0,0
0.25,17.0,19.0,1.0,1.0,0.5,0.5,24.28912912912913,positive,1,0,0,0
0.25,18.0,19.0,1.0,1.0,0.5,0.5,24.37859174964438,positive,1,0,0,0
0.25,19.0,19.0,1.0,1.0,0.5,0.5,24.45762162162162,positive,1,0,0,0
0.25,20.0,19.0,1.0,1.0,0.5,0.5,24.49988416988417,positive,1,0,0,0
0.25,15.0,20.0,1.0,1.0,0.5,0.5,25.431891025641026,positive,1,0,0,0
0.25,16.0,20.0,1.0,1.0,0.5,0.5,25.55547511312217,positive,1,0,0,0
0.25,17.0,20.0,1.0,1.0,0.5,0.5,25.663675213675216,positive,1,0,0,0
0.25,18.0,20.0,1.0,1.0,0.5,0.5,25.758920377867742,positive,1,0,0,0
0.25,19.0,20.0,1.0,1.0,0.5,0.5,25.843153846153843,positive,1,0,0,0
0.25,20.0,20.0,1.0,1.0,0.5,0.5,25.917948717948715,positive,1,0,0,0
0.25,15.0,15.0,1.5,1.0,0.5,0.5,29.81744421906694,positive,0,0,0,0
0.25,16.0,15.0,1.5,1.0,0.5,0.5,30.091954022988503,positive,0,0,0,0
0.25,17.0,15.0,1.5,1.0,0.5,0.5,30.337568058076226,positive,0,0,0,0
0.25,18.0,15.0,1.5,1.0,0.5,0.5,30.55862068965517,positive,0,0,0,0
0.25,19.0,15.0,1.5,1.0,0.5,0.5,30.75862068965517,positive,0,0,0,0
0.25,20.0,15.0,1.5,1.0,0.5,0.5,30.94043887147336,positive,0,0,0,0
0.25,15.0,16.0,1.5,1.0,0.5,0.5,31.963946869070213,positive,0,0,0,0
0.25,16.0,16.0,1.5,1.0,0.5,0.5,32.25806451612903,positive,0,0,0,0
0.25,17.0,16.0,1.5,1.0,0.5,0.5,32.521222410865875,positive,0,0,0,0
0.25,18.0,16.0,1.5,1.0,0.5,0.5,32.75806451612903,positive,0,0,0,0
0.25,19.0,16.0,1.5,1.0,0.5,0.5,32.97235023041475,positive,0,0,0,0
0.25,20.0,16.0,1.5,1.0,0.5,0.5,33.167155425219946,positive,0,0,0,0
0.25,15.0,17.0,1.5,1.0,0.5,0.5,34.11051693404635,positive,0,0,0,0
0.25,16.0,17.0,1.5,1.0,0.5,0.5,34.42424242424242,positive,0,0,0,0
0.25,17.0,17.0,1.5,1.0,0.5,0.5,34.70494417862839,positive,0,0,0,0
0.25,18.0,17.0,1.5,1.0,0.5,0.5,34.95757575757576,positive,0,0,0,0
0.25,19.0,17.0,1.5,1.0,0.5,0.5,35.18614718614719,positive,0,0,0,0
0.25,20.0,17.0,1.5,1.0,0.5,0.5,35.3939393939394,positive,0,0,0,0
0.25,15.0,18.0,1.5,1.0,0.5,0.5,36.25714285714287,positive,0,0,0,0
0.25,16.0,18.0,1.5,1.0,0.5,0.5,36.59047619047619,positive,0,0,0,0
0.25,17.0,18.0,1.5,1.0,0.5,0.5,36.88872180451128,positive,0,0,0,0
0.25,18.0,18.0,1.5,1.0,0.5,0.5,37.15714285714286,positive,0,0,0,0
0.25,19.0,18.0,1.5,1.0,0.5,0.5,37.400000000000006,positive,0,0,0,0
0.25,20.0,18.0,1.5,1.0,0.5,0.5,37.62077922077923,positive,0,0,0,0
0.25,15.0,19.0,1.5,1.0,0.5,0.5,38.40381558028618,positive,0,0,0,0
0.25,16.0,19.0,1.5,1.0,0.5,0.5,38.75675675675675,positive,0,0,0,0
0.25,17.0,19.0,1.5,1.0,0.5,0.5,39.07254623044097,positive,0,0,0,0
0.25,18.0,19.0,1.5,1.0,0.5,0.5,39.35675675675676,positive,0,0,0,0
0.25,19.0,19.0,1.5,1.0,0.5,0.5,39.61389961389962,positive,0,0,0,0
0.25,20.0,19.0,1.5,1.0,0.5,0.5,39.84766584766585,positive,0,0,0,0
0.25,15.0,20.0,1.5,1.0,0.5,0.5,40.55052790346909,positive,0,0,0,0
0.25,16.0,20.0,1.5,1.0,0.5,0.5,40.92307692307692,positive,0,0,0,0
0.25,17.0,20.0,1.5,1.0,0.5,0.5,41.256410256410255,positive,0,0,0,0
0.25,18.0,20.0,1.5,1.0,0.5,0.5,41.55641025641026,positive,0,0,0,0
0.25,19.0,20.0,1.5,1.0,0.5,0.5,41.82783882783883,positive,0,0,0,0
0.25,20.0,20.0,1.5,1.0,0.5,0.5,42.07459207459208,positive,0,0,0,0
0.25,15.0,15.0,2.0,1.0,0.5,0.5,39.425287356321846,positive,0,0,0,0
0.25,16.0,15.0,2.0,1.0,0.5,0.5,39.91651542649727,positive,0,0,0,0
0.25,17.0,15.0,2.0,1.0,0.5,0.5,40.35862068965517,positive,0,0,0,0
0.25,18.0,15.0,2.0,1.0,0.5,0.5,40.75862068965517,positive,0,0,0,0
0.25,19.0,15.0,2.0,1.0,0.5,0.5,41.122257053291534,positive,0,0,0,0
0.25,20.0,15.0,2.0,1.0,0.5,0.5,41.45427286356821,positive,0,0,0,0
0.25,15.0,16.0,2.0,1.0,0.5,0.5,42.25806451612903,positive,0,0,0,0
0.25,16.0,16.0,2.0,1.0,0.5,0.5,42.78438030560272,positive,0,0,0,0
0.25,17.0,16.0,2.0,1.0,0.5,0.5,43.25806451612903,positive,0,0,0,0
0.25,18.0,16.0,2.0,1.0,0.5,0.5,43.686635944700456,positive,0,0,0,0
0.25,19.0,16.0,2.0,1.0,0.5,0.5,44.07624633431085,positive,0,0,0,0
0.25,20.0,16.0,2.0,1.0,0.5,0.5,44.43197755960729,positive,0,0,0,0
0.25,15.0,17.0,2.0,1.0,0.5,0.5,45.09090909090909,positive,0,0,0,0
0.25,16.0,17.0,2.0,1.0,0.5,0.5,45.65231259968102,positive,0,0,0,0
0.25,17.0,17.0,2.0,1.0,0.5,0.5,46.15757575757576,positive,0,0,0,0
0.25,18.0,17.0,2.0,1.0,0.5,0.5,46.61471861471861,positive,0,0,0,0
0.25,19.0,17.0,2.0,1.0,0.5,0.5,47.03030303030303,positive,0,0,0,0
0.25,20.0,17.0,2.0,1.0,0.5,0.5,47.40974967061924,positive,0,0,0,0
0.25,15.0,18.0,2.0,1.0,0.5,0.5,47.92380952380952,positive,0,0,0,0
0.25,16.0,18.0,2.0,1.0,0.5,0.5,48.520300751879695,positive,0,0,0,0
0.25,17.0,18.0,2.0,1.0,0.5,0.5,49.05714285714286,positive,0,0,0,0
0.25,18.0,18.0,2.0,1.0,0.5,0.5,49.54285714285714,positive,0,0,0,0
0.25,19.0,18.0,2.0,1.0,0.5,0.5,49.98441558441559,positive,0,0,0,0
0.25,20.0,18.0,2.0,1.0,0.5,0.5,50.38757763975156,positive,0,0,0,0
0.25,15.0,19.0,2.0,1.0,0.5,0.5,50.75675675675676,positive,0,0,0,0
0.25,16.0,19.0,2.0,1.0,0.5,0.5,51.388335704125176,positive,0,0,0,0
0.25,17.0,19.0,2.0,1.0,0.5,0.5,51.956756756756754,positive,0,0,0,0
0.25,18.0,19.0,2.0,1.0,0.5,0.5,52.47104247104247,positive,0,0,0,0
0.25,19.0,19.0,2.0,1.0,0.5,0.5,52.93857493857494,positive,0,0,0,0
0.25,20.0,19.0,2.0,1.0,0.5,0.5,53.365452408930665,positive,0,0,0,0
0.25,15.0,20.0,2.0,1.0,0.5,0.5,53.58974358974359,positive,0,0,0,0
0.25,16.0,20.0,2.0,1.0,0.5,0.5,54.256410256410255,positive,0,0,0,0
0.25,17.0,20.0,2.0,1.0,0.5,0.5,54.85641025641026,positive,0,0,0,0
0.25,18.0,20.0,2.0,1.0,0.5,0.5,55.399267399267394,positive,0,0,0,0
0.25,19.0,20.0,2.0,1.0,0.5,0.5,55.892773892773896,positive,0,0,0,0
0.25,20.0,20.0,2.0,1.0,0.5,0.5,56.34336677814939,positive,0,0,0,0
0.25,15.0,15.0,2.5,1.0,0.5,0.5,48.02177858439201,positive,0,0,0,0
0.25,16.0,15.0,2.5,1.0,0.5,0.5,48.75862068965517,positive,0,0,0,0
0.25,17.0,15.0,2.5,1.0,0.5,0.5,49.42528735632184,positive,0,0,0,0
0.25,18.0,15.0,2.5,1.0,0.5,0.5,50.03134796238245,positive,0,0,0,0
0.25,19.0,15.0,2.5,1.0,0.5,0.5,50.58470764617692,positive,0,0,0,0
0.25,20.0,15.0,2.5,1.0,0.5,0.5,51.091954022988496,positive,0,0,0,0
0.25,15.0,16.0,2.5,1.0,0.5,0.5,51.468590831918505,positive,0,0,0,0
0.25,16.0,16.0,2.5,1.0,0.5,0.5,52.25806451612903,positive,0,0,0,0
0.25,17.0,16.0,2.5,1.0,0.5,0.5,52.97235023041475,positive,0,0,0,0
0.25,18.0,16.0,2.5,1.0,0.5,0.5,53.62170087976539,positive,0,0,0,0
0.25,19.0,16.0,2.5,1.0,0.5,0.5,54.21458625525948,positive,0,0,0,0
0.25,20.0,16.0,2.5,1.0,0.5,0.5,54.75806451612903,positive,0,0,0,0
0.25,15.0,17.0,2.5,1.0,0.5,0.5,54.91547049441786,positive,0,0,0,0
0.25,16.0,17.0,2.5,1.0,0.5,0.5,55.75757575757576,positive,0,0,0,0
0.25,17.0,17.0,2.5,1.0,0.5,0.5,56.51948051948052,positive,0,0,0,0
0.25,18.0,17.0,2.5,1.0,0.5,0.5,57.21212121212121,positive,0,0,0,0
0.25,19.0,17.0,2.5,1.0,0.5,0.5,57.8445322793149,positive,0,0,0,0
0.25,20.0,17.0,2.5,1.0,0.5,0.5,58.424242424242415,positive,0,0,0,0
0.25,15.0,18.0,2.5,1.0,0.5,0.5,58.36240601503759,positive,0,0,0,0
0.25,16.0,18.0,2.5,1.0,0.5,0.5,59.25714285714286,positive,0,0,0,0
0.25,17.0,18.0,2.5,1.0,0.5,0.5,60.06666666666666,positive,0,0,0,0
0.25,18.0,18.0,2.5,1.0,0.5,0.5,60.8025974025974,positive,0,0,0,0
0.25,19.0,18.0,2.5,1.0,0.5,0.5,61.474534161490695,positive,0,0,0,0
0.25,20.0,18.0,2.5,1.0,0.5,0.5,62.09047619047618,positive,0,0,0,0
0.25,15.0,19.0,2.5,1.0,0.5,0.5,61.80938833570412,positive,0,0,0,0
0.25,16.0,19.0,2.5,1.0,0.5,0.5,62.75675675675675,positive,0,0,0,0
0.25,17.0,19.0,2.5,1.0,0.5,0.5,63.61389961389961,positive,0,0,0,0
0.25,18.0,19.0,2.5,1.0,0.5,0.5,64.3931203931204,positive,0,0,0,0
0.25,19.0,19.0,2.5,1.0,0.5,0.5,65.10458284371329,positive,0,0,0,0
0.25,20.0,19.0,2.5,1.0,0.5,0.5,65.75675675675674,positive,0,0,0,0
0.25,15.0,20.0,2.5,1.0,0.5,0.5,65.25641025641025,positive,0,0,0,0
0.25,16.0,20.0,2.5,1.0,0.5,0.5,66.25641025641026,positive,0,0,0,0
0.25,17.0,20.0,2.5,1.0,0.5,0.5,67.16117216117216,positive,0,0,0,0
0.25,18.0,20.0,2.5,1.0,0.5,0.5,67.98368298368298,positive,0,0,0,0
0.25,19.0,20.0,2.5,1.0,0.5,0.5,68.73467112597548,positive,0,0,0,0
0.25,20.0,20.0,2.5,1.0,0.5,0.5,69.4230769230769,positive,0,0,0,0
0.25,15.0,15.0,3.0,1.0,0.5,0.5,55.75862068965517,positive,0,0,0,0
0.25,16.0,15.0,3.0,1.0,0.5,0.5,56.75862068965517,positive,0,0,0,0
0.25,17.0,15.0,3.0,1.0,0.5,0.5,57.66771159874609,positive,0,0,0,0
0.25,18.0,15.0,3.0,1.0,0.5,0.5,58.49775112443779,positive,0,0,0,0
0.25,19.0,15.0,3.0,1.0,0.5,0.5,59.25862068965517,positive,0,0,0,0
0.25,20.0,15.0,3.0,1.0,0.5,0.5,59.958620689655184,positive,0,0,0,0
0.25,15.0,16.0,3.0,1.0,0.5,0.5,59.75806451612903,positive,0,0,0,0
0.25,16.0,16.0,3.0,1.0,0.5,0.5,60.8294930875576,positive,0,0,0,0
0.25,17.0,16.0,3.0,1.0,0.5,0.5,61.80351906158359,positive,0,0,0,0
0.25,18.0,16.0,3.0,1.0,0.5,0.5,62.69284712482469,positive,0,0,0,0
0.25,19.0,16.0,3.0,1.0,0.5,0.5,63.50806451612903,positive,0,0,0,0
0.25,20.0,16.0,3.0,1.0,0.5,0.5,64.25806451612904,positive,0,0,0,0
0.25,15.0,17.0,3.0,1.0,0.5,0.5,63.75757575757576,positive,0,0,0,0
0.25,16.0,17.0,3.0,1.0,0.5,0.5,64.90043290043289,positive,0,0,0,0
0.25,17.0,17.0,3.0,1.0,0.5,0.5,65.93939393939394,positive,0,0,0,0
0.25,18.0,17.0,3.0,1.0,0.5,0.5,66.88801054018447,positive,0,0,0,0
0.25,19.0,17.0,3.0,1.0,0.5,0.5,67.75757575757575,positive,0,0,0,0
0.25,20.0,17.0,3.0,1.0,0.5,0.5,68.55757575757576,positive,0,0,0,0
0.25,15.0,18.0,3.0,1.0,0.5,0.5,67.75714285714285,positive,0,0,0,0
0.25,16.0,18.0,3.0,1.0,0.5,0.5,68.97142857142856,positive,0,0,0,0
0.25,17.0,18.0,3.0,1.0,0.5,0.5,70.07532467532468,positive,0,0,0,0
0.25,18.0,18.0,3.0,1.0,0.5,0.5,71.0832298136646,positive,0,0,0,0
0.25,19.0,18.0,3.0,1.0,0.5,0.5,72.00714285714285,positive,0,0,0,0
0.25,20.0,18.0,3.0,1.0,0.5,0.5,72.85714285714288,positive,0,0,0,0
0.25,15.0,19.0,3.0,1.0,0.5,0.5,71.75675675675676,positive,0,0,0,0
0.25,16.0,19.0,3.0,1.0,0.5,0.5,73.04247104247104,positive,0,0,0,0
0.25,17.0,19.0,3.0,1.0,0.5,0.5,74.21130221130221,positive,0,0,0,0
0.25,18.0,19.0,3.0,1.0,0.5,0.5,75.27849588719155,positive,0,0,0,0
0.25,19.0,19.0,3.0,1.0,0.5,0.5,76.25675675675676,positive,0,0,0,0
0.25,20.0,19.0,3.0,1.0,0.5,0.5,77.15675675675676,positive,0,0,0,0
0.25,15.0,20.0,3.0,1.0,0.5,0.5,75.75641025641026,positive,0,0,0,0
0.25,16.0,20.0,3.0,1.0,0.5,0.5,77.11355311355311,positive,0,0,0,0
0.25,17.0,20.0,3.0,1.0,0.5,0.5,78.34731934731936,positive,0,0,0,0
0.25,18.0,20.0,3.0,1.0,0.5,0.5,79.47380156075809,positive,0,0,0,0
0.25,19.0,20.0,3.0,1.0,0.5,0.5,80.50641025641026,positive,0,0,0,0
0.25,20.0,20.0,3.0,1.0,0.5,0.5,81.45641025641027,positive,0,0,0,0
0.25,15.0,15.0,0.1,0.1,0.7,0.5,-53.14194577352472,negative,0,1,1,0
0.25,16.0,15.0,0.1,0.1,0.7,0.5,-53.14995034756703,negative,0,1,1,0
0.25,17.0,15.0,0.1,0.1,0.7,0.5,-53.15696320447135,negative,0,1,1,0
0.25,18.0,15.0,0.1,0.1,0.7,0.5,-53.16315789473684,negative,0,1,1,0
0.25,19.0,15.0,0.1,0.1,0.7,0.5,-53.16866970576047,negative,0,1,1,0
0.25,20.0,15.0,0.1,0.1,0.7,0.5,-53.17360565593087,negative,0,1,1,0
0.25,15.0,16.0,0.1,0.1,0.7,0.5,-57.72727272727273,negative,0,1,1,0
0.25,16.0,16.0,0.1,0.1,0.7,0.5,-57.735849056603776,negative,0,1,1,0
0.25,17.0,16.0,0.1,0.1,0.7,0.5,-57.743362831858406,negative,0,1,1,0
0.25,18.0,16.0,0.1,0.1,0.7,0.5,-57.75,negative,0,1,1,0
0.25,19.0,16.0,0.1,0.1,0.7,0.5,-57.75590551181102,negative,0,1,1,0
0.25,20.0,16.0,0.1,0.1,0.7,0.5,-57.76119402985075,negative,0,1,1,0
0.25,15.0,17.0,0.1,0.1,0.7,0.5,-62.33766233766234,negative,0,1,1,0
0.25,16.0,17.0,0.1,0.1,0.7,0.5,-62.34681042228212,negative,0,1,1,0
0.25,17.0,17.0,0.1,0.1,0.7,0.5,-62.35482511588706,negative,0,1,1,0
0.25,18.0,17.0,0.1,0.1,0.7,0.5,-62.36190476190476,negative,0,1,1,0
0.25,19.0,17.0,0.1,0.1,0.7,0.5,-62.36820397450319,negative,0,1,1,0
0.25,20.0,17.0,0.1,0.1,0.7,0.5,-62.37384506041222,negative,0,1,1,0
0.25,15.0,18.0,0.1,0.1,0.7,0.5,-66.96969696969697,negative,0,1,1,0
0.25,16.0,18.0,0.1,0.1,0.7,0.5,-66.97941680960548,negative,0,1,1,0
0.25,17.0,18.0,0.1,0.1,0.7,0.5,-66.98793242156074,negative,0,1,1,0
0.25,18.0,18.0,0.1,0.1,0.7,0.5,-66.99545454545455,negative,0,1,1,0
0.25,19.0,18.0,0.1,0.1,0.7,0.5,-67.00214745884037,negative,0,1,1,0
0.25,20.0,18.0,0.1,0.1,0.7,0.5,-67.00814111261872,negative,0,1,1,0
0.25,15.0,19.0,0.1,0.1,0.7,0.5,-71.62055335968381,negative,0,1,1,0
0.25,16.0,19.0,0.1,0.1,0.7,0.5,-71.63084495488106,negative,0,1,1,0
0.25,17.0,19.0,0.1,0.1,0.7,0.5,-71.63986148518661,negative,0,1,1,0
0.25,18.0,19.0,0.1,0.1,0.7,0.5,-71.64782608695654,negative,0,1,1,0
0.25,19.0,19.0,0.1,0.1,0.7,0.5,-71.65491270112976,negative,0,1,1,0
0.25,20.0,19.0,0.1,0.1,0.7,0.5,-71.66125892277742,negative,0,1,1,0
0.25,15.0,20.0,0.1,0.1,0.7,0.5,-76.28787878787878,negative,0,1,1,0
0.25,16.0,20.0,0.1,0.1,0.7,0.5,-76.29874213836477,negative,0,1,1,0
0.25,17.0,20.0,0.1,0.1,0.7,0.5,-76.30825958702064,negative,0,1,1,0
0.25,18.0,20.0,0.1,0.1,0.7,0.5,-76.31666666666666,negative,0,1,1,0
0.25,19.0,20.0,0.1,0.1,0.7,0.5,-76.32414698162728,negative,0,1,1,0
0.25,20.0,20.0,0.1,0.1,0.7,0.5,-76.33084577114427,negative,0,1,1,0
0.25,15.0,19.0,1.5,0.1,0.7,0.5,-18.876038295271943,negative,1,1,0,1
0.25,15.0,20.0,1.5,0.1,0.7,0.5,-21.755162241887906,negative,1,1,0,1
0.25,16.0,20.0,1.5,0.1,0.7,0.5,-19.754901960784306,negative,1,1,0,1
0.25,15.0,15.0,2.0,0.1,0.7,0.5,-9.517711720526025,negative,1,1,0,1
0.25,15.0,16.0,2.0,0.1,0.7,0.5,-11.519956260251504,negative,1,1,0,1
0.25,16.0,16.0,2.0,0.1,0.7,0.5,-10.451612903225804,negative,1,1,0,1
0.25,15.0,17.0,2.0,0.1,0.7,0.5,-13.595771824312004,negative,1,1,0,1
0.25,16.0,17.0,2.0,0.1,0.7,0.5,-12.47680491551459,negative,1,1,0,1
0.25,17.0,17.0,2.0,0.1,0.7,0.5,-11.395056556346876,negative,1,1,0,1
0.25,15.0,18.0,2.0,0.1,0.7,0.5,-15.735126000298225,negative,1,1,0,1
0.25,16.0,18.0,2.0,0.1,0.7,0.5,-14.568328445747795,negative,1,1,0,1
0.25,17.0,18.0,2.0,0.1,0.7,0.5,-13.440860215053764,negative,1,1,0,1
0.25,18.0,18.0,2.0,0.1,0.7,0.5,-12.346779467921262,negative,1,1,0,1
0.25,15.0,19.0,2.0,0.1,0.7,0.5,-17.929731143176365,negative,1,1,0,1
0.25,16.0,19.0,2.0,0.1,0.7,0.5,-16.71753155680225,negative,1,1,0,1
0.25,17.0,19.0,2.0,0.1,0.7,0.5,-15.546772068511205,negative,1,1,0,1
0.25,18.0,19.0,2.0,0.1,0.7,0.5,-14.411191944060462,negative,1,1,0,1
0.25,19.0,19.0,2.0,0.1,0.7,0.5,-13.305731137966148,negative,1,1,0,1
0.25,15.0,20.0,2.0,0.1,0.7,0.5,-20.17268088208492,negative,1,1,0,1
0.25,16.0,20.0,2.0,0.1,0.7,0.5,-18.91720430107526,negative,1,1,0,1
0.25,17.0,20.0,2.0,0.1,0.7,0.5,-17.70527859237536,negative,1,1,0,1
0.25,18.0,20.0,2.0,0.1,0.7,0.5,-16.53032412779453,negative,1,1,0,1
0.25,19.0,20.0,2.0,0.1,0.7,0.5,-15.387023125644417,negative,1,1,0,1
0.25,20.0,20.0,2.0,0.1,0.7,0.5,-14.271030993042377,negative,1,1,0,1
0.25,15.0,15.0,2.5,0.1,0.7,0.5,-7.4628489371423585,negative,1,1,0,1
0.25,16.0,15.0,2.5,0.1,0.7,0.5,-6.786523022027032,negative,1,1,0,1
0.25,17.0,15.0,2.5,0.1,0.7,0.5,-6.15977652903755,negative,1,1,0,1
0.25,18.0,15.0,2.5,0.1,0.7,0.5,-5.575379125780552,negative,1,1,0,1
0.25,15.0,16.0,2.5,0.1,0.7,0.5,-8.947912360479538,negative,1,1,0,1
0.25,16.0,16.0,2.5,0.1,0.7,0.5,-8.213820078226853,negative,1,1,0,1
